FantraxName,FantraxTeam,FantraxPosition,FantraxPlayerId,FangraphsName,FangraphsTeam,FangraphsPosition,FangraphsPlayerId
Adrian Quintana,SEA,SP,*05ylq*,,,,
Lorenzo Quintana,MIA,C,*05rcq*,,,,
Christopher Quintin,OAK,SS,*0406x*,,,,
Zack Raabe,MIL,2B,*05yn8*,,,,
Brad Radke,(N/A),P,*0155k*,,,,
Ronny Rafael,HOU,OF,*03ml2*,,,,
Brian Ragira,SF,1B,*0373y*,,,,
Matt Railey,ARI,OF,*03dak*,,,,
Adolfo Ramirez,LAD,RP,*05aap*,,,,
Jose Andres Ramirez,BOS,SP,*060vv*,,,,
Rafael Ramirez,HOU,SS,*066rd*,,,,
Roel Ramirez,ATL,RP,*0374h*,,,,
Yefri Ramirez,CLE,SS,*05r8a*,,,,
Yefry Ramirez,(N/A),RP,*0436n*,,,,
Eury Ramos,CHC,SP,*05ybm*,,,,
Lenerd Ramos,(N/A),RP,*060ot*,,,,
Milton Ramos,NYM,SS,*03daj*,,,,
James Ramsay,HOU,OF,*031br*,,,,
James Ramsey,LAD,OF,*02mw8*,,,,
Jake Randa,WSH,OF,*051a4*,,,,
Brian Rauh,WSH,P,*02n3v*,,,,
Johnny Ray,CHW,SP,*05yoc*,,,,
Robert Ray,MIA,SP,*01d65*,,,,
Nic Ready,MIA,3B,*051hn*,,,,
Cody Reed,(N/A),RP,*03fpq*,,,,
Andres Regnault,(N/A),C,*04z6p*,,,,
Jack Reinheimer,(N/A),SS,*031b6*,,,,
Peyton Remy,CHC,P,*04eq3*,,,,
Marcel Renteria,NYM,SP,*04ehw*,,,,
Alejandro Requena,(N/A),SP,*04d6h*,,,,
Adam Retzbach,BAL,C,*066lk*,,,,
Charles Reyes,ATL,OF,*04c0r*,,,,
Franklin Reyes,CHW,OF,*03rw1*,,,,
Gabriel Reyes,DET,SP,*060og*,,,,
Jose A. Reyes,NYM,C,*0154s*,,,,
Jose Luis Reyes,(N/A),RP,*061yh*,,,,
Jonathan Reynoso,CIN,OF,*02yab*,,,,
Jacob Rhame,(N/A),RP,*03129*,,,,
Orlando Ribalta,WSH,P,*0519c*,,,,
Ronnie Richardson,MIN,OF,*02hbg*,,,,
Ademar Rifaela,BAL,OF,*04f6t*,,,,
Roc Riggio,(N/A),2B,*060fx*,,,,
Will Rigney,(N/A),SP,*051jr*,,,,
Jake Ring,BAL,OF,*048tw*,,,,
Gustavo Rivas,WSH,RP,*05tij*,,,,
Webster Rivas,SD,C,*05lnj*,,,,
Eric Rivera,TOR,OF,*051ag*,,,,
Jeremy Rivera,(N/A),SS,*03dqi*,,,,
Jerryell Rivera,(N/A),SP,*04el8*,,,,
Wilberto Rivera,STL,P,*04ejc*,,,,
William Rivera,LAA,OF,*04q5j*,,,,
Yaqui Rivera,BAL,SP,*061oc*,,,,
Yefri Rivera,(N/A),"2B,3B,SS",*05xtx*,,,,
Armando Rivero,(N/A),RP,*02jzm*,,,,
Daniel Rivero,PIT,OF,*04yk9*,,,,
Victor Roache,MIL,OF,*02i2l*,,,,
Walker Robbins,STL,OF,*041sh*,,,,
Jacen Roberson,ARI,OF,*04q6n*,,,,
Daniel Robert,TEX,RP,*04et8*,,,,
Austin Roberts,PIT,P,*0516c*,,,,
Max Roberts,SEA,P,*04eik*,,,,
Alex Robinson,MIN,P,*03ql0*,,,,
Errol Robinson,STL,SS,*041sm*,,,,
Benony Robles,LAD,SP,*060o6*,,,,
Juan Robles,HOU,RP,*04ay1*,,,,
Mauricio Robles,CHW,RP,*01n85*,,,,
Brady Rodgers,(N/A),RP,*02i58*,,,,
Fernando Rodney,(N/A),RP,*000dq*,,,,
Victor Rodrigues,LAD,C,*066ov*,,,,
Alfredo Rodriguez,MIL,1B,*02n82*,,,,
Angel Rodriguez,(N/A),OF,*066q8*,,,,
Carlos Rodriguez,ATL,P,*02c5o*,,,,
Carlos Enrique Rodriguez,STL,1B,*03zu1*,,,,
Darwin Rodriguez,MIA,SP,*066r7*,,,,
Gabriel Rodriguez,CHW,SP,*060gk*,,,,
Guillermo Rodriguez,CHW,SS,*066qe*,,,,
Hansel Rodriguez,(N/A),SP,*03bvd*,,,,
Joe Joe Rodriguez,NYM,SP,*0668c*,,,,
Jonathan Rodriguez,STL,OF,*02hf9*,,,,
Juan Rodriguez,TB,RP,*05tih*,,,,
Julio Rodriguez,PHI,SP,*022vr*,,,,
Justin Rodriguez,DET,3B,*062hl*,,,,
Lenin Rodriguez,PHI,C,*03nfu*,,,,
Luis Rodriguez,MIN,2B,*05xzn*,,,,
Luis Rodriguez,LAA,SS,*066na*,,,,
Miguel Rodriguez,MIN,SP,*05txv*,,,,
Nathanael Rodriguez,TB,"C,SS",*0423k*,,,,
Nellie Rodriguez,CLE,1B,*02n6b*,,,,
Samuel Rodriguez,SF,SS,*05xzt*,,,,
Victor Rodriguez,ARI,SP,*04ytl*,,,,
Francisco Rodriguez,(N/A),RP,*000o7*,,,,
Josh Rodriguez,NYM,SS,*02672*,,,,
Jose Rodulfo,LAD,SP,*05t27*,,,,
Jack Rogers,CIN,OF,*05ybf*,,,,
Dan Rohlfing,MIN,C,*02iyk*,,,,
Angel Rojas,NYY,2B,*04yqo*,,,,
James Rolle,BAL,1B,*05h2w*,,,,
Avery Romero,MIA,2B,*02mxw*,,,,
Jorge Romero,OAK,OF,*051e7*,,,,
Luciano Romero,LAD,RP,*064zj*,,,,
Omar Romero,TOR,SS,*066px*,,,,
Rayber Romero,(N/A),"2B,SS,OF",*05xnx*,,,,
Ricky Romero,(N/A),SP,*01ceq*,,,,
Wennington Romero,CIN,SP,*03ref*,,,,
Jose Rondon,(N/A),2B,*02y38*,,,,
Leonardo Rondon,PHI,2B,*05xzq*,,,,
Jamaliel Rosado Jr.,OAK,SS,*066ld*,,,,
Jonney Rosario,SD,SP,*067xu*,,,,
Jose Rosario,NYY,SS,*03c7o*,,,,
Neify Rosario,PHI,OF,*064rp*,,,,
Ronald Rosario,SEA,OF,*03avl*,,,,
Matt Rose,CHW,"1B,3B,P",*02ndn*,,,,
Simon Rosenblum-Larson,(N/A),P,*04q15*,,,,
Tyson Ross,(N/A),SP,*01s8w*,,,,
Zac Rosscup,(N/A),RP,*03837*,,,,
Max Rossiter,PIT,C,*03185*,,,,
Michael Roth,TEX,RP,*02i39*,,,,
Mike Rothenberg,DET,C,*05yhj*,,,,
Ethan Routzahn,SD,SP,*060q1*,,,,
Robby Rowland,ARI,SP,*025e0*,,,,
Alex Royalty,CLE,SP,*04ptk*,,,,
Carson Rudd,CIN,RP,*05y03*,,,,
Cesar Ruiz,BOS,SP,*05ymc*,,,,
Yarison Ruiz,(N/A),SP,*060gc*,,,,
Toby Rumfield,(N/A),3B,*05y15*,,,,
Pat Ruotolo,(N/A),RP,*0484f*,,,,
Zach Rutherford,(N/A),"3B,SS",*04ehk*,,,,
Elvis Sabala,SD,SS,*0407x*,,,,
Tyler Saladino,(N/A),3B,*027gr*,,,,
Luis Salas,DET,OF,*021yb*,,,,
Carlos Salazar,ATL,P,*0311u*,,,,
Bryant Salgado,HOU,RP,*05ydb*,,,,
Roque Salinas,(N/A),OF,*066s8*,,,,
Mike Salvatore,SEA,"SS,P",*03qvk*,,,,
Adrian Sanchez,WSH,SS,*02yla*,,,,
Angel Sanchez,LAD,SS,*004dj*,,,,
Carlos Sanchez,CIN,1B,*02nez*,,,,
Enger Sanchez,COL,SP,*066r3*,,,,
Heison Sanchez,(N/A),3B,*062zg*,,,,
Juan Sanchez,SF,SP,*04z9n*,,,,
Mario Sanchez,MIN,SP,*05ill*,,,,
Santis Sanchez,(N/A),C,*04egs*,,,,
Vicente Sanchez,HOU,OF,*03nrl*,,,,
Yanquiel Sanchez,HOU,RP,*060w4*,,,,
Yehizon Sanchez,OAK,SP,*066n4*,,,,
Yoelvis Sanchez,MIA,OF,*04zxl*,,,,
Cord Sandberg,PHI,OF,*0316f*,,,,
Brandon Sandoval,LAA,OF,*04mr7*,,,,
Danny Sandoval,CLE,SS,*004ha*,,,,
Pablo Sandoval,(N/A),3B,*010py*,,,,
Brendon Sanger,LAA,OF,*03qkk*,,,,
Christian Santana,MIL,P,*04eo8*,,,,
Domingo Santana,(N/A),OF,*01spz*,,,,
Jancel Santana,BOS,2B,*061zm*,,,,
Jose Santiago,NYM,P,*021yl*,,,,
Michael Santos,(N/A),SP,*03mam*,,,,
Jonathan Santucci,(N/A),1B,*060ue*,,,,
Mark Sappington,LAA,P,*02mzb*,,,,
Alec Sayre,MIN,OF,*066j8*,,,,
Jordan Schafer,SF,OF,*0057x*,,,,
Brian Schales,(N/A),3B,*03daw*,,,,
Ryan Schimpf,(N/A),3B,*021yu*,,,,
Braeden Schlehuber,ATL,C,*02hro*,,,,
Jack Schneider,NYM,OF,*04elf*,,,,
Aaron Schnurbusch,CHW,OF,*0484g*,,,,
Joey Schoenfeld,PIT,C,*02hb0*,,,,
Cole Schoenwetter,(N/A),SP,*067xk*,,,,
Kruz Schoolcraft,(N/A),SP,*064wj*,,,,
Hunter Schryver,CHW,RP,*04ei2*,,,,
Jordan Schwartz,OAK,P,*03dbw*,,,,
J.J. Schwarz,OAK,C,*03dq3*,,,,
Chris Schwinden,TEX,SP,*027bm*,,,,
Seth Schwindenhammer,BOS,OF,*02h8v*,,,,
Cody Scroggins,BOS,P,*05178*,,,,
Justin Seager,SEA,1B,*031di*,,,,
Darren Seferina,STL,"2B,P",*03det*,,,,
Alex Segal,ATL,P,*051go*,,,,
Rob Segedin,(N/A),OF,*025dy*,,,,
Joantgel Segovia,MIL,OF,*03mo0*,,,,
Rothaikeg Seijas,KC,OF,*05r8b*,,,,
Jean Selmo,STL,1B,*04t3z*,,,,
Shawn Semple,NYY,P,*04elc*,,,,
Ben Sems,COL,SS,*05yj8*,,,,
Steven Sensley,(N/A),"1B,OF",*04elm*,,,,
Carlos Sepulveda,CHC,2B,*043nx*,,,,
Gabriel Sequeira,DET,RP,*060w0*,,,,
Florencio Serrano,CHC,SP,*04nur*,,,,
Jhoniel Serrano,MIA,RP,*05rjc*,,,,
Rafael Severino,NYY,RP,*04z8m*,,,,
Jehisbert Sevilla,PHI,2B,*05gtm*,,,,
Enrike Sevilya,LAD,RP,*064ol*,,,,
Kevin Shackelford,(N/A),RP,*04f6r*,,,,
Richie Shaffer,(N/A),1B,*02j2w*,,,,
Zack Shannon,ARI,"1B,P",*04pyt*,,,,
Reese Sharp,BAL,SP,*066fl*,,,,
Chris Sharpe,PHI,OF,*04end*,,,,
Christopher Shaw,BAL,C,*03dno*,,,,
JaVon Shelby,OAK,3B,*041rw*,,,,
Rouselle Shepard,(N/A),SS,*05yar*,,,,
Chandler Shepherd,(N/A),RP,*03dmx*,,,,
James Sherfy,(N/A),RP,*032gt*,,,,
Cason Sherrod,MIA,P,*04ems*,,,,
Braden Shipley,SEA,RP,*02z98*,,,,
Dillan Shrum,KC,1B,*05ylm*,,,,
JB Shuck,(N/A),OF,*02b2l*,,,,
Anibal Sierra,HOU,SS,*03ywj*,,,,
Daniel Silva,NYM,C,*066os*,,,,
Yoelvin Silven,CHW,SP,*05yei*,,,,
Gresuan Silverio,DET,C,*03zlj*,,,,
Hector Silvestre,WSH,SP,*03mof*,,,,
Karson Simas,BOS,SS,*051jn*,,,,
Johan Simon,TOR,SP,*067x1*,,,,
Demetrius Sims,MIA,SS,*04ene*,,,,
Nick Sinay,TOR,OF,*03qy0*,,,,
Jake Sisco,CLE,P,*02bry*,,,,
Ethan Skender,SD,SS,*047ze*,,,,
Jake Skole,TEX,OF,*0241z*,,,,
Matt Skole,(N/A),1B,*02bu5*,,,,
Tyler Skulina,CHC,P,*0311x*,,,,
Dan Slania,SF,RP,*0316k*,,,,
Jackson Smeltz,(N/A),SP,*064o0*,,,,
Adam Smith,SD,SP,*05ygm*,,,,
Brady Smith,TEX,C,*05ogr*,,,,
Kyle Smith,HOU,P,*02bsv*,,,,
Myles Smith,BOS,P,*02n7f*,,,,
Justin Smoak,(N/A),1B,*01cft*,,,,
Cy Sneed,(N/A),RP,*03da9*,,,,
Michael Snyder,ATL,3B,*02ncj*,,,,
Nick Snyder,ARI,P,*0518k*,,,,
Austin Sodders,DET,P,*03qu8*,,,,
Eric Sogard,(N/A),"2B,3B",*0232h*,,,,
Casey Soltis,MIA,OF,*03def*,,,,
Joakim Soria,(N/A),RP,*0002p*,,,,
Francisco Soriano,WSH,2B,*021zt*,,,,
Andy Sosa,SEA,1B,*062k0*,,,,
Gustavo Sosa,PHI,C,*051eq*,,,,
Jeromy Sosa,TB,RP,*05tif*,,,,
Thomas Sosa,BAL,OF,*061zu*,,,,
Elliot Soto,MIN,SS,*02hna*,,,,
Hector Soto,STL,RP,*04ode*,,,,
Juan Soto,MIA,RP,*03wr6*,,,,
Missael Soto,LAD,RP,*05r6d*,,,,
Garrett Spain,TOR,OF,*05yd7*,,,,
Connor Spencer,NYY,1B,*03dgp*,,,,
Brenden Spillane,(N/A),OF,*04ppg*,,,,
Daniel Spingola,CHC,OF,*03dvp*,,,,
Harrison Spohn,MIA,SS,*0665y*,,,,
Nick Sprengel,TB,P,*04py5*,,,,
Payton Squier,OAK,OF,*04eom*,,,,
Locke St. John,(N/A),RP,*051og*,,,,
Deon Stafford,(N/A),C,*04ego*,,,,
Dale Stanavich,MIA,SP,*065j6*,,,,
Gage Stanifer,(N/A),SP,*066fg*,,,,
Teddy Stankiewicz,CIN,P,*02mx5*,,,,
Brock Stassi,(N/A),1B,*03zmg*,,,,
Jordan Stephens,(N/A),SP,*03ql7*,,,,
Tommy Stevenson,OAK,1B,*066fc*,,,,
Jake Stone,STL,1B,*03mwk*,,,,
Lee Stoppelman,STL,P,*02ndk*,,,,
Hunter Stovall,COL,2B,*04q3m*,,,,
Ben Strahm,SF,P,*04q55*,,,,
Connor Strain,LAD,P,*04ek5*,,,,
Hunter Stratton,PIT,SP,*04eoy*,,,,
Huston Street,(N/A),RP,*000cn*,,,,
Jayden Stroman,(N/A),SS,*064wk*,,,,
Alan Strong,TB,P,*04puq*,,,,
Pedro Strop,(N/A),RP,*01jb8*,,,,
Kade Strowd,BAL,P,*05192*,,,,
Dax Stubbs,BAL,OF,*05ue0*,,,,
Cole Stupp,DET,SP,*066lt*,,,,
Colby Suggs,MIA,P,*0311m*,,,,
Matt Suggs,WSH,C,*0669h*,,,,
Andy Sugilio,(N/A),OF,*04mli*,,,,
Collin Sullivan,ARI,SP,*05uu9*,,,,
Scott Sunitsch,MIL,P,*04q0w*,,,,
Steve Susdorf,PHI,OF,*01uva*,,,,
Zach Susi,PIT,C,*04pvz*,,,,
Albert Suarez,LAD,SS,*04c0l*,,,,
Jordan Swagerty,STL,RP,*025el*,,,,
Nathan Sweeney,CHC,RP,*04aqb*,,,,
Blake Swihart,(N/A),"C,OF",*026mm*,,,,
Chad Sykes,LAA,P,*0517m*,,,,
Skylar Szynski,(N/A),P,*041rl*,,,,
Carlos Talavera,STL,OF,*03bu5*,,,,
Emmanuel Tapia,CLE,1B,*04ajo*,,,,
Gabriel Tapia,LAA,RP,*05xci*,,,,
Donavan Tate,SD,OF,*01f6x*,,,,
Dillon Tatum,MIN,C,*067xo*,,,,
McCarthy Tatum,PHI,3B,*03dsd*,,,,
Davis Tavarez,BAL,OF,*05xs7*,,,,
Sammy Tavarez,NYM,RP,*061zh*,,,,
Diosmerky Taveras,HOU,RP,*05r9g*,,,,
Felix Taveras,(N/A),OF,*05yl7*,,,,
Chandler Taylor,HOU,OF,*04pui*,,,,
Cory Taylor,SF,P,*03qnl*,,,,
Grant Taylor,(N/A),RP,*066er*,,,,
Railin Tejada,(N/A),UT,*062xy*,,,,
Jefren Tejeda,SD,RP,*064rs*,,,,
Bryce Teodosio,LAA,OF,*0617q*,,,,
Gabriel Terrero,COL,SS,*05xzm*,,,,
Marcus Thames,NYY,OF,*000gl*,,,,
Dillon Thomas,LAA,OF,*02bsr*,,,,
Rhylan Thomas,NYM,OF,*06653*,,,,
David Thompson,(N/A),3B,*03qkf*,,,,
Drew Thompson,MIN,2B,*0220l*,,,,
Jake Thompson,(N/A),RP,*02pc8*,,,,
Kevin Thompson,TEX,OF,*000qc*,,,,
Riggs Threadgill,WSH,RP,*067xr*,,,,
Andrew Thurman,ATL,SP,*0310l*,,,,
Blake Tiberi,(N/A),3B,*041qt*,,,,
Ty Tice,(N/A),RP,*04ep6*,,,,
Vin Timpanelli,CIN,RP,*060w8*,,,,
Trent Tingelstad,SEA,OF,*051h4*,,,,
Brendan Tinsman,LAA,C,*0657t*,,,,
Frank Tolentino,BAL,OF,*052ii*,,,,
Erik Tolman,WSH,SP,*05yfp*,,,,
Alejandro Toral,(N/A),1B,*04b03*,,,,
Eduardo Torrealba,NYY,SS,*045ks*,,,,
Nicolas Torres,PHI,2B,*04b3e*,,,,
Ramon Torres,(N/A),"2B,SS",*03a6f*,,,,
Victor Torres,CHW,C,*0518c*,,,,
Quintin Torres-Costa,MIL,RP,*04xp8*,,,,
Daury Torrez,CHC,SP,*02zo8*,,,,
Antonio Tovar,MIN,OF,*02zpe*,,,,
Oscar Tovar,OAK,SP,*040zi*,,,,
Wilfredo Tovar,(N/A),SS,*02i65*,,,,
Wilfredo Jose Tovar,SD,C,*054ou*,,,,
Blake Townsend,SEA,SP,*05ilp*,,,,
Chad Tracy,TEX,3B,*01yym*,,,,
Mitchell Traver,LAA,SP,*03aeb*,,,,
Nick Travieso,CIN,RP,*02k1j*,,,,
Mitch Trees,CIN,C,*03dj0*,,,,
Cesar Trejo,SEA,OF,*04pzr*,,,,
Carlos Triunfel,CIN,SS,*01bvt*,,,,
Ben Troike,TB,SS,*0518o*,,,,
Gunnar Troutwine,(N/A),C,*04ptw*,,,,
Kedaur Trujillo,HOU,C,*066pq*,,,,
Jen-Ho Tseng,(N/A),SP,*033ls*,,,,
Doran Turchin,BAL,OF,*04pxr*,,,,
Matthew Turner,CLE,P,*04elj*,,,,
Tyresse Turner,CLE,SS,*0657s*,,,,
Justin Twine,(N/A),2B,*03d76*,,,,
Kyle Twomey,CHC,P,*02my0*,,,,
Tyler Uberstine,BOS,SP,*066qr*,,,,
Koji Uehara,(N/A),RP,*01bus*,,,,
Rayner Urbaez,TEX,SP,*064ic*,,,,
Joel Urena,TEX,P,*04eib*,,,,
Henry Urrutia,BOS,OF,*02jzn*,,,,
Levi Usher,KC,OF,*05o6z*,,,,
Jose Valdez,BOS,RP,*01sbm*,,,,
Kevin Valdez,CHC,SP,*062yu*,,,,
Luis Valdez,BAL,2B,*06424*,,,,
Williams Valencia,(N/A),SP,*0642h*,,,,
John Valente,DET,3B,*04q3o*,,,,
Chase Valentine,SD,SS,*066a3*,,,,
Fabricio Valera,MIL,OF,*061zw*,,,,
Adrian Valerio,(N/A),SS,*03yrj*,,,,
Sebastian Valle,PHI,C,*01ssr*,,,,
Alex Valverde,TB,P,*04etk*,,,,
Jose Valverde,(N/A),RP,*0001t*,,,,
A.J. Vanegas,LAD,P,*02hio*,,,,
Cameron Varga,TB,P,*03d7e*,,,,
Alexander Vargas,CHC,RP,*04ymk*,,,,
Jason Vargas,(N/A),SP,*000k3*,,,,
Kevin Vargas,STL,"3B,SS",*04q4r*,,,,
Smith Vargas,STL,OF,*05nsj*,,,,
Victor Vargas,PHI,RP,*04nb6*,,,,
Cristhian Vasquez,KC,OF,*03ar7*,,,,
Cory Vaughn,NYM,OF,*025dc*,,,,
Donnie Veal,(N/A),RP,*01cfc*,,,,
Alexuan Vega,SD,P,*04prs*,,,,
Marco Vega,LAA,SP,*066r0*,,,,
B.J. Vela,BOS,2B,*060u5*,,,,
Derick Velazquez,HOU,P,*02n66*,,,,
Randy Ventura,CIN,OF,*03rx4*,,,,
Eduardo Vera,PIT,P,*04mly*,,,,
Carlos Verdecia,(N/A),SS,*0503t*,,,,
Ben Verlander,DET,OF,*031dx*,,,,
Josh Vidales,OAK,2B,*04aqg*,,,,
Michael Vilchez,LAD,RP,*05r6c*,,,,
Jaison Vilera,(N/A),SP,*04u6t*,,,,
Janigson Villalobos,(N/A),C,*061n7*,,,,
Christian Villanueva,(N/A),3B,*025i1*,,,,
Jace Vines,KC,RP,*041rs*,,,,
David Vinsky,STL,OF,*051bo*,,,,
Kendeglys Virguez,CLE,SP,*062zp*,,,,
Tyler Vogel,SF,SP,*06581*,,,,
Joe Vranesh,LAD,OF,*051bs*,,,,
Brandon Waddell,(N/A),RP,*03qlh*,,,,
Jamal Wade,SEA,P,*04epu*,,,,
Neil Wagner,(N/A),RP,*0221d*,,,,
Jacob Waguespack,(N/A),RP,*04y78*,,,,
John Walk,PIT,C,*0221e*,,,,
Josh Wall,(N/A),RP,*02j75*,,,,
Gavin Wallace,PIT,P,*04eob*,,,,
Ben Walmsley,CIN,SP,*064ot*,,,,
Chase Walter,SD,RP,*05xxn*,,,,
Adam Walton,BAL,SS,*03qwn*,,,,
Chien-Ming Wang,(N/A),RP,*000ss*,,,,
Bryan Warzek,LAD,P,*04ps6*,,,,
Curtis Washington Jr.,SEA,OF,*066fe*,,,,
Mark Washington,LAD,P,*04evn*,,,,
Rico Washington,(N/A),"3B,OF",*0056x*,,,,
Steve Watkins,SD,P,*0156h*,,,,
Josh Watson,OAK,OF,*051b5*,,,,
Kristopher Watts,PIT,C,*0221k*,,,,
Daniel Webb,(N/A),RP,*02hg3*,,,,
Thad Weber,(N/A),RP,*02hws*,,,,
Jemile Weeks,SD,2B,*01c45*,,,,
Keith Weisenberg,ATL,P,*04ctr*,,,,
Nick Wells,(N/A),SP,*03dai*,,,,
Dean West,(N/A),OF,*05u6k*,,,,
Derek West,HOU,P,*051aj*,,,,
Jacob Wetzel,CHC,OF,*05ymd*,,,,
Matt Whatley,TEX,C,*04efm*,,,,
Boomer White,SD,"2B,3B",*041vb*,,,,
Max White,COL,OF,*02mx0*,,,,
Boone Whiting,STL,RP,*029ux*,,,,
Ryley Widell,MIN,P,*04eic*,,,,
Chris Widger,(N/A),C,*0156q*,,,,
Joe Wieland,TB,SP,*01sh5*,,,,
Michael Wielansky,HOU,"2B,3B",*04q12*,,,,
Adam Wilk,(N/A),RP,*025g5*,,,,
Jesse Wilkening,PHI,C,*04pxd*,,,,
Aaron Wilkerson,OAK,RP,*03see*,,,,
Zach Willeman,KC,RP,*04eqx*,,,,
Austen Williams,(N/A),RP,*03dfc*,,,,
Cam Williams,KC,3B,*05yhq*,,,,
Greg Williams,TEX,P,*02bzs*,,,,
Jackson Williams,(N/A),C,*02220*,,,,
Mason Williams,(N/A),OF,*025f8*,,,,
Ryan Williams,CHC,P,*03di3*,,,,
Mac Williamson,(N/A),OF,*02my3*,,,,
Ryan Williamson,WSH,P,*041yt*,,,,
Seth Willoughby,COL,P,*02myg*,,,,
Eli Wilson,PIT,C,*051c1*,,,,
Irving Wilson,STL,C,*040y1*,,,,
Jacob Wilson,(N/A),3B,*03d24*,,,,
Tyler Wilson,(N/A),RP,*02bxf*,,,,
Alex Wimmers,MIA,RP,*023j2*,,,,
Dash Winningham,NYM,1B,*03dgl*,,,,
Carl Wise,TOR,3B,*03qkl*,,,,
Kenneth Wise,BAL,P,*02hpw*,,,,
Chris Withrow,ATL,RP,*01s9m*,,,,
Matt Withrow,(N/A),RP,*03qlp*,,,,
Adam Witter,SF,1B,*02229*,,,,
Jack-Thomas Wold,NYM,1B,*05yhn*,,,,
Kevin Woodall,STL,1B,*04puz*,,,,
Colby Woodmansee,NYM,SS,*041s2*,,,,
K.J. Woods,MIA,OF,*0311y*,,,,
Max Wotell,NYM,P,*03qk6*,,,,
Stephen Wrenn,(N/A),OF,*041sj*,,,,
Justin Wright,STL,RP,*02mvz*,,,,
Kerry Wright,TB,P,*04q40*,,,,
Mike Wright,CHW,RP,*02brt*,,,,
Wesley Wright,(N/A),RP,*004es*,,,,
Jonas Wyatt,CLE,P,*03qm7*,,,,
Hayden Wynja,SF,SP,*0669z*,,,,
Cam Wynne,PHI,RP,*067xq*,,,,
Randy Wynne,CIN,RP,*058py*,,,,
Julian Yan,COL,OF,*02yqs*,,,,
Jeremy Ydens,WSH,OF,*0515w*,,,,
Collin Yelich,ATL,C,*03yxl*,,,,
James Yezzo,WSH,1B,*0316y*,,,,
Michael Ynoa,(N/A),RP,*01cg5*,,,,
Edwin Yon,CIN,OF,*04z6h*,,,,
Trey York,MIL,2B,*041uu*,,,,
Chesny Young,CHC,2B,*03dnv*,,,,
Jonathan Youngblood,PIT,OF,*02n6p*,,,,
Enmanuel Zabala,NYM,OF,*03mp7*,,,,
Cole Zabowski,DET,1B,*051gt*,,,,
Rick Zagone,BAL,P,*02hs8*,,,,
Mark Zagunis,(N/A),OF,*03daf*,,,,
Mike Zagurski,CHC,RP,*000he*,,,,
Brandon Zajac,SF,P,*0319e*,,,,
Abraham Zambrano,TEX,2B,*05aez*,,,,
Jesus Zambrano,(N/A),SP,*05xzg*,,,,
Christian Zamora,ATL,OF,*04r36*,,,,
Joshua Zamora,MIA,3B,*06661*,,,,
Daniel Zandona,BOS,P,*03qwz*,,,,
Zach Zaneski,TEX,C,*0222g*,,,,
Joseph Zanghi,CIN,P,*03qzc*,,,,
Jacob Zanon,NYM,OF,*041zc*,,,,
Angel Zarate,(N/A),OF,*066de*,,,,
Mauro Zarate,SD,RP,*000i2*,,,,
Danny Zardon,PHI,3B,*0420e*,,,,
Alfredo Zarraga,TB,RP,*066p3*,,,,
Shawn Zarraga,CIN,C,*027vo*,,,,
Clay Zavada,SD,RP,*01ddf*,,,,
Gabriel Zavala,NYM,RP,*025g1*,,,,
Jorge Zavala,ATL,RP,*03mwt*,,,,
Jake Zebron,BAL,P,*04q0t*,,,,
Garrett Zech,LAD,OF,*03qsu*,,,,
Randall Zeigler,SF,P,*02n9q*,,,,
Malique Ziegler,MIN,OF,*0424t*,,,,
Jeffrey Zimmerman,SEA,1B,*0375s*,,,,
Michael Zimmerman,COL,P,*03qph*,,,,
Zechry Zinicola,WSH,RP,*0222j*,,,,
Delvin Zinn,CHC,SS,*0425c*,,,,
Alan Zinter,CLE,1B,*01541*,,,,
John Ziznewski,CHW,"3B,SS",*03dgi*,,,,
Adam Zornes,SD,C,*02hsq*,,,,
Mike Zuanich,COL,1B,*026nh*,,,,
Brad Zunica,(N/A),1B,*03qsj*,,,,
Tom de Blok,DET,SP,*04kma*,,,,
Gerrit van Zijll,NYY,P,*051hb*,,,,
Stijn van der Meer,HOU,SS,*04ap2*,,,,
Dariel Alvarez,(N/A),OF,*02y8u*,,,,
Joaquin Arias,ARI,SS,*004e6*,,,,
Winston Abreu,(N/A),SP,*000vh*,,,,
A.J. Achter,(N/A),RP,*03jv2*,,,,
Cristian Acosta,(N/A),SP,*063qy*,,,,
Manny Acosta,NYM,RP,*000fh*,,,,
Cristhian Adames,(N/A),SS,*027j7*,,,,
Freisis Adames,(N/A),SP,*061o6*,,,,
Jose Adames,LAD,SP,*03mgf*,,,,
Mark Adamiak,OAK,SP,*066jy*,,,,
Lane Adams,(N/A),OF,*02hce*,,,,
Logan Adams,MIL,SP,*0668k*,,,,
Mason Adams,CHW,SP,*06657*,,,,
Jim Adduci,(N/A),OF,*037y7*,,,,
Tim Adleman,(N/A),RP,*040kr*,,,,
Elbis Afanador,(N/A),SP,*061tg*,,,,
Jesus Alastre,PHI,OF,*03nu8*,,,,
Tomas Alastre,(N/A),SP,*03o40*,,,,
Max Alba,DET,SP,*0665o*,,,,
Andrew Albers,SEA,RP,*02hts*,,,,
Reese Albert,(N/A),OF,*05jru*,,,,
Will Albertson,SF,C,*0423n*,,,,
Arismendy Alcantara,(N/A),2B,*02jxv*,,,,
Larry Alcime,PIT,OF,*0403m*,,,,
Argenis Aldazoro,CIN,1B,*03nft*,,,,
Jack Aldrich,KC,SP,*060uj*,,,,
